product_id,dist_center_id,currency,base_price,suggested_markup,amount_for_price,updated_cost,last_month_base_price,last_month_fob_net,product_anayst,lead_time,min_order_quantity,source_adjustment,competition_adjustment,commentary,on_demand,frac_emb
3453,8,usd,6107.544279,0.2,1000,TRUE,6337.532007,7605.038408,FABIO,115,0,,,Seguir pol??tica,DESCONTINUADO,FALSE
3452,8,usd,6530.131964,0.25,1000,TRUE,6807.972488,8509.96561,FABIO,115,0,,,Seguir pol??tica,DESCONTINUADO,TRUE
4043,6,usd,11580.53734,0.5,1000,TRUE,11580.9328,17371.3992,FABIO,115,180,,,Seguir pol??tica,REGULAR,FALSE
4043,8,usd,13341.36235,0.5,1000,TRUE,13416.1676,20124.2514,FABIO,115,180,,,Seguir pol??tica,REGULAR,FALSE
5741,6,usd,3897.896608,0.3,1000,TRUE,4350.212112,5655.275746,FABIO,115,25,,,Seguir pol??tica,REGULAR,FALSE
5741,8,usd,4326.164937,0.3,1000,TRUE,4664.913309,6064.387302,FABIO,115,25,,,Seguir pol??tica,REGULAR,FALSE
2486,6,usd,5064.113494,0.3,1000,TRUE,5064.508956,6583.861642,FABIO,115,200,,,Seguir pol??tica,REGULAR,FALSE
2486,8,usd,5360.159813,0.3,1000,TRUE,5393.137759,7011.079086,FABIO,115,200,,,Seguir pol??tica,REGULAR,FALSE
1325,6,usd,14422.82127,0.3,1000,TRUE,14423.21674,18750.18176,FABIO,115,200,,,Seguir pol??tica,REGULAR,FALSE
1325,8,usd,15223.63066,0.3,1000,TRUE,15315.72752,19910.44577,FABIO,115,200,,,Seguir pol??tica,REGULAR,FALSE
257,6,usd,4755.907351,0.2,1000,TRUE,4756.302813,5707.563375,FABIO,90,0,,,Seguir pol??tica,Regular,FALSE
257,8,usd,4833.597946,0.2,1000,TRUE,4865.879454,5839.055345,FABIO,90,0,,,Seguir pol??tica,Regular,FALSE
253,8,usd,5080.279502,0.3,1000,TRUE,5063.123429,6582.060458,FABIO,90,0,,,Seguir pol??tica,Regular,TRUE
774,6,usd,3774.808455,0.25,1000,TRUE,3775.203916,4719.004896,FABIO,90,0,,,Seguir pol??tica,Regular,FALSE
774,8,usd,4201.033749,0.25,1000,TRUE,4260.321345,5325.401681,FABIO,90,0,,,Seguir pol??tica,Regular,FALSE
252,6,usd,5948.350219,0.4,1000,TRUE,5948.74568,8328.243952,FABIO,90,0,,,Seguir pol??tica,Regular,FALSE
252,8,usd,6361.711802,0.4,1000,TRUE,6399.842215,8959.779101,FABIO,90,0,,,Seguir pol??tica,Regular,FALSE
250,8,usd,6837.861802,0.5,1000,TRUE,6917.983102,10376.97465,FABIO,90,0,,,Seguir pol??tica,Regular,TRUE
234,6,usd,8798.655561,0.2,1000,TRUE,8799.051022,10558.86123,FABIO,90,0,,,Seguir pol??tica,Regular,FALSE
234,8,usd,9349.617755,0.2,1000,TRUE,9405.852301,11287.02276,FABIO,90,0,,,Seguir pol??tica,Regular,FALSE
