SKU,Nome Produto,Unidade,IPI,Peso Especifico,Resolu??o 13,Origem,NCM
61108030-91,Produto 5214,kg,0.05,1,FALSE,6,4005.10.10
61108030-93,Produto 5215,kg,0.05,1,FALSE,6,4005.10.10
61108035-91,Produto 5216,kg,0.05,1,FALSE,6,4005.10.10
61108035-93,Produto 5217,kg,0.05,1,FALSE,6,4005.10.10
61108038-91,Produto 5218,kg,0.05,1,FALSE,6,4005.10.10
61108038-93,Produto 5219,kg,0.05,1,FALSE,6,4005.10.10
61108224-93,Produto 5220,kg,0.05,1,FALSE,6,4005.10.10
61108040-93,Produto 5221,kg,0.05,1,FALSE,6,4005.10.10
61108282-93,Produto 5222,kg,0.05,1,FALSE,6,4005.10.10
61108041-93,Produto 5223,kg,0.05,1,FALSE,6,4005.10.10
61108043-91,Produto 5224,kg,0.05,1,FALSE,6,4005.10.10
61108001-93,Produto 5225,kg,0.05,1,FALSE,6,4005.10.10
61108046-93,Produto 5226,kg,0.05,1,FALSE,6,4005.10.10
61108302-91,Produto 5227,kg,0.05,1,FALSE,6,4005.10.10
61108302-93,Produto 5228,kg,0.05,1,FALSE,6,4005.10.10
61108048-93,Produto 5229,kg,0.05,1,FALSE,6,4005.10.10
61108050-93,Produto 5230,kg,0.05,1,FALSE,6,4005.10.10
61108052-91,Produto 5231,kg,0.05,1,FALSE,6,4005.10.10
61108052-93,Produto 5232,kg,0.05,1,FALSE,6,4005.10.10
61108055-93,Produto 5233,kg,0.05,1,FALSE,6,4005.10.10
61108231-492,Produto 5234,kg,0.05,1,FALSE,6,4005.10.10
61108231-91,Produto 5235,kg,0.05,1,FALSE,6,4005.10.10
61108231-93,Produto 5236,kg,0.05,1,FALSE,6,4005.10.10
61108057-93,Produto 5237,kg,0.05,1,FALSE,6,4005.10.10
61108217-93,Produto 5238,kg,0.05,1,FALSE,6,4005.10.10
61108227-1,Produto 5239,kg,0.05,1,FALSE,6,4005.10.10
61108227-93,Produto 5240,kg,0.05,1,FALSE,6,4005.10.10
61108232-93,Produto 5241,kg,0.05,1,FALSE,6,4005.10.10
61108059-93,Produto 5242,kg,0.05,1,FALSE,6,4005.10.10
61108214-93,Produto 5243,kg,0.05,1,FALSE,6,4005.10.10
61108216-1,Produto 5244,kg,0.05,1,FALSE,6,4005.10.10
61108216-91,Produto 5245,kg,0.05,1,FALSE,6,4005.10.10
61108216-93,Produto 5246,kg,0.05,1,FALSE,6,4005.10.10
61108061-91,Produto 5247,kg,0.05,1,FALSE,6,4005.10.10
61108061-93,Produto 5248,kg,0.05,1,FALSE,6,4005.10.10
61108063-93,Produto 5249,kg,0.05,1,FALSE,6,4005.10.10
61108240-91,Produto 5250,kg,0.05,1,FALSE,6,4005.10.10
61108240-93,Produto 5251,kg,0.05,1,FALSE,6,4005.10.10
61108065-93,Produto 5252,kg,0.05,1,FALSE,6,4005.10.10
61108067-93,Produto 5253,kg,0.05,1,FALSE,6,4005.10.10
61108068-93,Produto 5254,kg,0.05,1,FALSE,6,4005.10.10
61108070-353,Produto 5255,kg,0.05,1,FALSE,6,4005.10.10
61108070-93,Produto 5256,kg,0.05,1,FALSE,6,4005.10.10
61108072-93,Produto 5257,kg,0.05,1,FALSE,6,4005.10.10
61108304-93,Produto 5258,kg,0.05,1,FALSE,6,4005.10.10
61108075-1,Produto 5259,kg,0.05,1,FALSE,6,4005.10.10
61108075-93,Produto 5260,kg,0.05,1,FALSE,6,4005.10.10
61108077-93,Produto 5261,kg,0.05,1,FALSE,6,4005.10.10
61108078-93,Produto 5262,kg,0.05,1,FALSE,6,4005.10.10
61108080-1,Produto 5263,kg,0.05,1,FALSE,6,4005.10.10
61108080-93,Produto 5264,kg,0.05,1,FALSE,6,4005.10.10
61108082-93,Produto 5265,kg,0.05,1,FALSE,6,4005.10.10
61108084-1,Produto 5266,kg,0.05,1,FALSE,6,4005.10.10
61108084-93,Produto 5267,kg,0.05,1,FALSE,6,4005.10.10
61108086-353,Produto 5268,kg,0.05,1,FALSE,6,4005.10.10
61108086-93,Produto 5269,kg,0.05,1,FALSE,6,4005.10.10
61108088-93,Produto 5270,kg,0.05,1,FALSE,6,4005.10.10
61108085-93,Produto 5271,kg,0.05,1,FALSE,6,4005.10.10
61108090-93,Produto 5272,kg,0.05,1,FALSE,6,4005.10.10
61108092-93,Produto 5273,kg,0.05,1,FALSE,6,4005.10.10
61108093-93,Produto 5274,kg,0.05,1,FALSE,6,4005.10.10
61108095-93,Produto 5275,kg,0.05,1,FALSE,6,4005.10.10
61108215-93,Produto 5276,kg,0.05,1,FALSE,6,4005.10.10
61108098-93,Produto 5277,kg,0.05,1,FALSE,6,4005.10.10
61108101-93,Produto 5278,kg,0.05,1,FALSE,6,4005.10.10
61108499-650,Produto 5279,kg,0.05,1,FALSE,6,4005.10.10
61108499-93,Produto 5280,kg,0.05,1,FALSE,6,4005.10.10
61108103-93,Produto 5281,kg,0.05,1,FALSE,6,4005.10.10
61108300-93,Produto 5282,kg,0.05,1,FALSE,6,4005.10.10
61108105-93,Produto 5283,kg,0.05,1,FALSE,6,4005.10.10
61108107-93,Produto 5284,kg,0.05,1,FALSE,6,4005.10.10
61108229-93,Produto 5285,kg,0.05,1,FALSE,6,4005.10.10
61108228-93,Produto 5286,kg,0.05,1,FALSE,6,4005.10.10
61108111-93,Produto 5287,kg,0.05,1,FALSE,6,4005.10.10
61108112-93,Produto 5288,kg,0.05,1,FALSE,6,4005.10.10
61108129-93,Produto 5289,kg,0.05,1,FALSE,6,4005.10.10
61108226-93,Produto 5290,kg,0.05,1,FALSE,6,4005.10.10
61108132-93,Produto 5291,kg,0.05,1,FALSE,6,4005.10.10
61108134-353,Produto 5292,kg,0.05,1,FALSE,6,4005.10.10
61108134-91,Produto 5293,kg,0.05,1,FALSE,6,4005.10.10
61108137-91,Produto 5294,kg,0.05,1,FALSE,6,4005.10.10
61108137-93,Produto 5295,kg,0.05,1,FALSE,6,4005.10.10
61108139-91,Produto 5296,kg,0.05,1,FALSE,6,4005.10.10
61108141-91,Produto 5297,kg,0.05,1,FALSE,6,4005.10.10
61108141-93,Produto 5298,kg,0.05,1,FALSE,6,4005.10.10
61108143-93,Produto 5299,kg,0.05,1,FALSE,6,4005.10.10
61108144-93,Produto 5300,kg,0.05,1,FALSE,6,4005.10.10
61108147-93,Produto 5301,kg,0.05,1,FALSE,6,4005.10.10
61108149-93,Produto 5302,kg,0.05,1,FALSE,6,4005.10.10
61108150-93,Produto 5303,kg,0.05,1,FALSE,6,4005.10.10
61108152-93,Produto 5304,kg,0.05,1,FALSE,6,4005.10.10
61108153-93,Produto 5305,kg,0.05,1,FALSE,6,4005.10.10
61108223-93,Produto 5306,kg,0.05,1,FALSE,6,4005.10.10
61108156-93,Produto 5307,kg,0.05,1,FALSE,6,4005.10.10
61108301-93,Produto 5308,kg,0.05,1,FALSE,6,4005.10.10
61108157-353,Produto 5309,kg,0.05,1,FALSE,6,4005.10.10
61108157-91,Produto 5310,kg,0.05,1,FALSE,6,4005.10.10
61108157-93,Produto 5311,kg,0.05,1,FALSE,6,4005.10.10
61108124-93,Produto 5312,kg,0.05,1,FALSE,6,4005.10.10
61108122-93,Produto 5313,kg,0.05,1,FALSE,6,4005.10.10
61108245-93,Produto 5314,kg,0.05,1,FALSE,6,4005.10.10
61108148-93,Produto 5315,kg,0.05,1,FALSE,6,4005.10.10
61108159-91,Produto 5316,kg,0.05,1,FALSE,6,4005.10.10
61108159-93,Produto 5317,kg,0.05,1,FALSE,6,4005.10.10
61108195-93,Produto 5318,kg,0.05,1,FALSE,6,4005.10.10
61108197-93,Produto 5319,kg,0.05,1,FALSE,6,4005.10.10
61108199-93,Produto 5320,kg,0.05,1,FALSE,6,4005.10.10
61108201-93,Produto 5321,kg,0.05,1,FALSE,6,4005.10.10
61108203-93,Produto 5322,kg,0.05,1,FALSE,6,4005.10.10
61108002-1,Produto 5323,kg,0.05,1,FALSE,6,4005.10.10
61108002-93,Produto 5324,kg,0.05,1,FALSE,6,4005.10.10
61108015-93,Produto 5325,kg,0.05,1,FALSE,6,4005.10.10
61108213-91,Produto 5326,kg,0.05,1,FALSE,6,4005.10.10
61108213-93,Produto 5327,kg,0.05,1,FALSE,6,4005.10.10
61108235-91,Produto 5328,kg,0.05,1,FALSE,6,4005.10.10
61108234-1,Produto 5329,kg,0.05,1,FALSE,6,4005.10.10
61108234-298,Produto 5330,kg,0.05,1,FALSE,6,4005.10.10
61108234-759,Produto 5331,kg,0.05,1,FALSE,6,4005.10.10
61108234-93,Produto 5332,kg,0.05,1,FALSE,6,4005.10.10
61108233-92,Produto 5333,kg,0.05,1,FALSE,6,4005.10.10
61108233-1,Produto 5334,kg,0.05,1,FALSE,6,4005.10.10
61108233-93,Produto 5335,kg,0.05,1,FALSE,6,4005.10.10
61108225-93,Produto 5336,kg,0.05,1,FALSE,6,4005.10.10
68370014-91,Produto 5337,kg,0,1,TRUE,1,2712.20.00
68110595-91,Produto 5338,kg,0,1,TRUE,1,2712.90.00
68370002-91,Produto 5339,kg,0,1,TRUE,1,2712.90.00
68370015-91,Produto 5340,kg,0,1,TRUE,1,2712.20.00
68110092-91,Produto 5341,kg,0,1,TRUE,1,2712.90.00
68110094-91,Produto 5342,kg,0,1,TRUE,1,2712.20.00
68110090-91,Produto 5343,kg,0,1,TRUE,2,2712.20.00
68370016-91,Produto 5344,kg,0,1,TRUE,1,2712.90.00
68110292-91,Produto 5345,kg,0,1,TRUE,1,2712.20.00
68110795-90,Produto 5346,kg,0,1,TRUE,1,2712.20.00
68110794-90,Produto 5347,kg,0,1,TRUE,1,2712.90.00
83580003-101,Produto 5348,kg,0,1,FALSE,0,2914.39.90
64330025-692,Produto 5349,kg,0.05,1,TRUE,1,4002.19.19
64330025-694,Produto 5350,kg,0.05,1,TRUE,1,4002.19.19
64330025-1,Produto 5351,kg,0.05,1,TRUE,1,4002.19.19
64330026-694,Produto 5352,kg,0.05,1,TRUE,1,4002.19.19
64330026-1,Produto 5353,kg,0.05,1,TRUE,1,4002.19.19
64330026-692,Produto 5354,kg,0.05,1,TRUE,1,4002.19.19
64330027-693,Produto 5355,kg,0.05,1,TRUE,1,4002.19.19
64330027-1,Produto 5356,kg,0.05,1,TRUE,1,4002.19.19
84830003-1,Produto 5357,kg,0,0.84,FALSE,6,2930.90.99
84830001-1,Produto 5358,kg,0.1,0.810044552,TRUE,2,3824.99.87
84830004-1,Produto 5359,kg,0.1,0.939143501,TRUE,1,3824.99.88
66112111-41,Produto 5360,kg,0,1,FALSE,6,2915.50.30
66112111-1,Produto 5361,kg,0,1,FALSE,6,2915.50.30
66112111-10,Produto 5362,kg,0,1,FALSE,6,2915.50.30
52420017-26,Produto 5363,kg,0,0.808,FALSE,0,2905.14.20
62110092-322,Produto 5364,kg,0,1,FALSE,6,2933.29.19
64100158-115,Produto 5365,kg,0,1,FALSE,0,3204.14.00
64060034-93,Produto 5366,kg,0,1,FALSE,0,3202.10.00
64060021-52,Produto 5367,kg,0,1,TRUE,1,3202.10.00
64060017-57,Produto 5368,kg,0,1,TRUE,2,3809.93.90
64060017-50,Produto 5369,kg,0,1,TRUE,2,3809.93.90
64100009-52,Produto 5370,kg,0,1,FALSE,0,3202.10.00
64060022-52,Produto 5371,kg,0,1,FALSE,0,3202.10.00
64060022-64,Produto 5372,kg,0,1,FALSE,0,3202.10.00
64060016-52,Produto 5373,kg,0,1,FALSE,0,3202.10.00
74122000-468,Produto 5374,kg,0.1,1,TRUE,1,3824.99.29
74122000-656,Produto 5375,kg,0.1,1,TRUE,1,3824.99.29
74122000-685,Produto 5376,kg,0.1,1,TRUE,1,3824.99.29
66390117-44,Produto 5377,kg,0.1,1,TRUE,1,3812.10.00
66390117-10,Produto 5378,kg,0.1,1,TRUE,1,3812.10.00
66103009-210,Produto 5379,kg,0.1,1,TRUE,1,3824.90.89
66103009-56,Produto 5380,kg,0.1,1,TRUE,1,3824.90.89
66103009-347,Produto 5381,kg,0.1,1,TRUE,1,3824.90.89
66103007-56,Produto 5382,kg,0.1,1,TRUE,1,3824.90.89
66103007-347,Produto 5383,kg,0.1,1,TRUE,1,3824.90.89
66103007-1,Produto 5384,kg,0.1,1,TRUE,1,3824.90.89
74103006-41,Produto 5385,kg,0,1,FALSE,0,2934.10.90
74103006-56,Produto 5386,kg,0,1,TRUE,1,2934.10.90
74103002-210,Produto 5387,kg,0,1,FALSE,6,2909.49.90
74103002-56,Produto 5388,kg,0,1,FALSE,6,2909.49.90
74103002-53,Produto 5389,kg,0,1,FALSE,6,2909.49.90
66103014-253,Produto 5390,kg,0.1,1,TRUE,1,3824.90.89
66103014-28,Produto 5391,kg,0.1,1,TRUE,2,3824.90.89
66103006-56,Produto 5392,kg,0.1,1,TRUE,1,3824.90.89
66103006-53,Produto 5393,kg,0.1,1,TRUE,1,3824.90.89
66103006-221,Produto 5394,kg,0.1,1,TRUE,2,3824.90.89
66103006-254,Produto 5395,kg,0.1,1,TRUE,1,3824.90.89
66103013-115,Produto 5396,kg,0.08,1,TRUE,1,4016.93.00
66103005-288,Produto 5397,kg,0,1,FALSE,6,2934.10.90
66103005-340,Produto 5398,kg,0,1,FALSE,6,2934.10.90
66103005-56,Produto 5399,kg,0,1,FALSE,6,2934.10.90
66103005-1,Produto 5400,kg,0,1,FALSE,6,2934.10.90
74140008-460,Produto 5401,kg,0,1,TRUE,2,1515.90.90
64159001-340,Produto 5402,kg,0.1,1,FALSE,0,3824.99.39
81510013-268,Produto 5403,kg,0.05,1,FALSE,0,3910.00.19
81510013-37,Produto 5404,kg,0.05,1,FALSE,0,3910.00.19
81510013-10,Produto 5405,kg,0.05,1,FALSE,0,3910.00.19
81510015-37,Produto 5406,kg,0.05,1,TRUE,1,3910.00.19
81510015-10,Produto 5407,kg,0.05,1,TRUE,1,3910.00.19
81510023-10,Produto 5408,kg,0.05,1,FALSE,0,3910.00.12
81510093-101,Produto 5409,kg,0.05,1,TRUE,1,3910.00.12
81510053-10,Produto 5410,kg,0.05,1,FALSE,0,3910.00.12
81510027-210,Produto 5411,kg,0.05,1.23,FALSE,5,3910.00.12
81510027-10,Produto 5412,kg,0.05,1,FALSE,0,3910.00.12
81510030-51,Produto 5413,kg,0.05,1,FALSE,0,3910.00.12
81510030-10,Produto 5414,kg,0.05,1,FALSE,0,3910.00.12
81510100-93,Produto 5415,kg,0.05,1,FALSE,0,3910.00.90
81510054-51,Produto 5416,kg,0.05,1,FALSE,0,3910.00.12
81510054-10,Produto 5417,kg,0.05,1,FALSE,0,3910.00.12
64870011-527,Produto 5418,kg,0,1,TRUE,1,2811.22.10
64870010-527,Produto 5419,kg,0,1,TRUE,1,2811.22.10
64070007-743,Produto 5420,kg,0,1,TRUE,2,2811.22.10
64070007-354,Produto 5421,kg,0,1,TRUE,1,2811.22.10
64070007-526,Produto 5422,kg,0,1,TRUE,2,2811.22.10
64070007-91,Produto 5423,kg,0,1,TRUE,2,2811.22.10
64070007-558,Produto 5424,kg,0,1,TRUE,2,2811.22.10
64070006-526,Produto 5425,kg,0,1,TRUE,1,2811.22.10
81520005-80,Produto 5426,kg,0,1,TRUE,1,2920.90.51
81520006-40,Produto 5427,kg,0,1,TRUE,1,2920.90.51
81520006-51,Produto 5428,kg,0,1,TRUE,1,2920.90.51
81520006-1,Produto 5429,kg,0,1,TRUE,1,2920.90.51
81520006-81,Produto 5430,kg,0,1,TRUE,1,2920.90.51
82550008-142,Produto 5431,kg,0.05,1,TRUE,2,3910.00.30
82550010-41,Produto 5432,kg,0.05,1,TRUE,2,3910.00.30
82550010-51,Produto 5433,kg,0.05,1,TRUE,2,3910.00.30
82550010-10,Produto 5434,kg,0.05,1,TRUE,2,3910.00.30
82550012-51,Produto 5435,kg,0.05,1,TRUE,2,3910.00.30
82550012-10,Produto 5436,kg,0.05,1,TRUE,2,3910.00.19
82550009-56,Produto 5437,kg,0,1,FALSE,0,2931.90.29
82550009-51,Produto 5438,kg,0,1,FALSE,0,2931.90.29
82550009-529,Produto 5439,kg,0,1,FALSE,0,2931.90.29
82550024-529,Produto 5440,kg,0,1.3875,FALSE,0,2931.90.29
82550013-10,Produto 5441,kg,0.1,1,TRUE,2,3208.90.31
82550014-10,Produto 5442,kg,0.1,1,TRUE,2,3824.99.79
82550007-40,Produto 5443,kg,0.05,1,TRUE,2,3910.00.30
82550007-10,Produto 5444,kg,0.05,1,TRUE,2,3910.00.30
82550018-515,Produto 5445,kg,0.05,1,TRUE,2,3910.00.30
82550018-116,Produto 5446,kg,0.05,1,TRUE,1,3910.00.30
82550015-51,Produto 5447,kg,0.05,1,TRUE,2,3910.00.30
82550015-10,Produto 5448,kg,0.05,1,TRUE,2,3910.00.30
82550018-52,Produto 5449,kg,0.05,1,FALSE,0,3910.00.30
82550017-40,Produto 5450,kg,0.05,0.8,TRUE,2,3208.90.29
82550017-6,Produto 5451,kg,0.05,0.8,TRUE,2,3910.00.30
82550017-10,Produto 5452,kg,0.05,1,TRUE,2,3910.00.30
82550016-51,Produto 5453,kg,0.05,1,TRUE,2,3910.00.30
82550016-10,Produto 5454,kg,0.05,1,TRUE,2,3910.00.30
82550025-10,Produto 5455,kg,0.05,1,TRUE,2,3910.00.30
82550019-10,Produto 5456,kg,0.05,1,TRUE,2,3910.00.19
82550011-10,Produto 5457,kg,0.05,1,TRUE,2,3910.00.30
82550001-174,Produto 5458,kg,0.1,1,TRUE,1,3208.90.31
82550001-140,Produto 5459,kg,0.1,1,TRUE,1,3208.90.31
82550004-141,Produto 5460,kg,0.1,1,TRUE,1,3208.90.31
82550000-142,Produto 5461,kg,0.05,1,TRUE,1,3910.00.30
82550000-140,Produto 5462,kg,0.05,1,TRUE,2,3910.00.30
82550006-37,Produto 5463,kg,0.05,1,TRUE,2,3910.00.30
82550002-141,Produto 5464,kg,0.05,1,TRUE,1,3910.00.19
66158011-90,Produto 5465,kg,0.05,1,TRUE,2,3904.40.90
82550003-10,Produto 5466,kg,0.05,1,TRUE,1,3910.00.19
82550003-141,Produto 5467,kg,0.05,1,TRUE,1,3910.00.19
62110067-322,Produto 5468,kg,0.05,1,TRUE,1,3910.00.12
75128006-672,Produto 5469,kg,0,1,TRUE,2,0404.10.00
64100197-1,Produto 5470,kg,0,1,FALSE,0,3809.93.90
62110427-642,Produto 5471,kg,0,1,FALSE,6,2932.20.00
62110427-310,Produto 5472,kg,0,1,FALSE,6,2932.20.00
66730066-79,Produto 5473,kg,0,1,FALSE,0,2842.10.90
81510092-10,Produto 5474,kg,0.05,1,FALSE,0,3910.00.12
86152001-1,Produto 5475,kg,0,1,TRUE,1,2815.12.00
86154001-1,Produto 5476,kg,0,1,FALSE,0,2815.11.00
86154001-93,Produto 5477,kg,0,1,FALSE,0,2815.11.00
86154002-93,Produto 5478,kg,0,1,TRUE,1,2815.11.00
86152002-1,Produto 5479,kg,0,1,FALSE,0,2815.12.00
66103010-447,Produto 5480,kg,0,1,FALSE,0,2918.29.29
66103010-210,Produto 5481,kg,0,1,FALSE,0,2918.29.29
66103010-274,Produto 5482,kg,0,1,FALSE,0,2918.29.29
66103010-347,Produto 5483,kg,0,1,FALSE,0,2918.29.29
66103000-288,Produto 5484,kg,0,1,FALSE,0,2918.29.29
66103000-456,Produto 5485,kg,0,1,FALSE,0,2918.29.29
66103000-274,Produto 5486,kg,0,1,FALSE,0,2918.29.29
66103000-53,Produto 5487,kg,0,1,FALSE,0,2918.29.29
66103000-1,Produto 5488,kg,0,1,FALSE,0,2918.29.29
74146010-92,Produto 5489,kg,0,1,TRUE,1,2915.70.39
76134003-51,Produto 5490,kg,0,1.090037061,FALSE,0,2915.50.10
76134003-1,Produto 5491,kg,0,1.090037061,FALSE,0,2915.50.10
76134002-552,Produto 5492,kg,0,1,TRUE,2,2915.11.00
73960002-1,Produto 5493,kg,0.1,1,FALSE,0,3824.90.89
64100139-265,Produto 5494,kg,0,1,FALSE,0,3809.93.90
64101051-528,Produto 5495,kg,0.05,1,TRUE,2,3906.90.11
66950001-141,Produto 5496,kg,0,1,FALSE,0,2914.50.90
66125019-40,Produto 5497,kg,0.1,1,FALSE,0,3824.90.89
66125026-526,Produto 5498,kg,0.15,1,TRUE,1,3404.90.29
66125027-37,Produto 5499,kg,0.1,1,TRUE,1,3824.90.89
66125027-347,Produto 5500,kg,0.1,1,TRUE,1,3824.90.89
66125021-37,Produto 5501,kg,0.05,1,TRUE,1,3907.99.99
66125021-69,Produto 5502,kg,0.05,1,TRUE,1,3907.99.99
66125030-296,Produto 5503,kg,0.05,1,TRUE,1,3907.99.99
66125020-40,Produto 5504,kg,0.1,1,TRUE,2,3824.90.89
66125025-40,Produto 5505,kg,0.1,1,TRUE,1,3824.90.89
66125025-53,Produto 5506,kg,0.1,1,TRUE,1,3824.90.89
66125004-40,Produto 5507,kg,0.1,1,TRUE,1,3824.90.89
66125004-106,Produto 5508,kg,0.1,1,TRUE,2,3824.99.88
66125005-40,Produto 5509,kg,0.1,1,TRUE,1,3824.90.89
66125006-40,Produto 5510,kg,0.1,1,TRUE,2,3824.99.88
66125029-40,Produto 5511,kg,0.1,1,TRUE,1,3824.90.89
66125029-229,Produto 5512,kg,0.1,1,TRUE,1,3824.90.89
66125001-40,Produto 5513,kg,0.05,1,TRUE,2,3402.12.90
66125001-1,Produto 5514,kg,0.05,1,TRUE,1,3402.12.90
66125001-37,Produto 5515,kg,0.05,1,TRUE,2,3402.12.90
66125001-116,Produto 5516,kg,0.05,1,TRUE,2,3402.12.90
66125007-40,Produto 5517,kg,0.05,1,TRUE,2,3907.99.99
66125008-101,Produto 5518,kg,0.1,1,TRUE,2,3824.90.89
66125009-37,Produto 5519,kg,0.1,1,TRUE,1,3824.90.89
66125010-37,Produto 5520,kg,0.1,1,TRUE,2,3824.90.89
66125002-40,Produto 5521,kg,0.05,1,TRUE,1,3402.13.00
66125002-37,Produto 5522,kg,0.05,1,TRUE,2,3402.13.00
66125003-40,Produto 5523,kg,0.1,1,TRUE,1,3824.99.88
66125028-492,Produto 5524,kg,0.05,1,TRUE,1,3907.99.99
66125011-40,Produto 5525,kg,0.1,1,TRUE,2,3824.90.89
66125012-40,Produto 5526,kg,0.1,1,TRUE,2,3824.99.88
66125013-40,Produto 5527,kg,0.1,1,TRUE,2,3824.99.88
66125014-512,Produto 5528,kg,0.1,1,TRUE,1,3824.99.88
66125015-37,Produto 5529,kg,0.05,1,TRUE,2,3402.11.90
66125016-37,Produto 5530,kg,0.05,1,FALSE,0,3402.13.00
66125016-339,Produto 5531,kg,0.05,1,TRUE,1,3402.13.00
66125022-37,Produto 5532,kg,0.05,1,TRUE,1,3402.11.90
66125024-40,Produto 5533,kg,0.1,1,TRUE,1,3824.99.88
66125024-37,Produto 5534,kg,0,1,FALSE,6,3811.19.00
66125023-40,Produto 5535,kg,0.05,1,TRUE,1,3903.90.90
66125017-40,Produto 5536,kg,0.1,1,FALSE,0,3824.90.89
66125018-37,Produto 5537,kg,0.1,1,FALSE,0,3824.90.89
74950012-37,Produto 5538,kg,0.05,1,TRUE,2,3402.90.90
74950012-468,Produto 5539,kg,0.05,1,TRUE,2,3402.90.90
74950012-53,Produto 5540,kg,0.05,1,TRUE,1,3402.90.90
54020011-1,Produto 5541,kg,0,0.725005438,FALSE,0,2901.29.00
54020011-200,Produto 5542,kg,0,0.725005438,FALSE,0,2901.29.00
54020011-482,Produto 5543,kg,0,0.725005438,FALSE,0,2901.29.00
54020028-1,Produto 5544,kg,0,0.725,TRUE,3,2901.29.00
55010008-40,Produto 5545,kg,0,0.71,FALSE,0,2710.12.49
55010008-1,Produto 5546,kg,0,0.708,FALSE,0,2710.12.49
55010008-200,Produto 5547,kg,0,0.71,FALSE,0,2710.12.49
55010008-10,Produto 5548,kg,0,0.71,FALSE,0,2710.12.49
55010008-301,Produto 5549,kg,0,0.71,FALSE,0,2710.12.49
55010008-482,Produto 5550,kg,0,0.71,FALSE,0,2710.12.49
55010008-13,Produto 5551,kg,0,0.71,FALSE,0,2710.12.49
71450048-1,Produto 5552,lt,0,0.7,FALSE,0,2710.12.49
71450048-200,Produto 5553,kg,0,0.7,FALSE,0,2710.12.49
71450048-201,Produto 5554,kg,0,0.7,FALSE,0,2710.12.49
71450048-482,Produto 5555,lt,0,0.71,FALSE,0,2710.12.49
71450038-1,Produto 5556,lt,0,0.7166,FALSE,5,2710.12.49
71450038-200,Produto 5557,lt,0,0.7166,FALSE,0,2710.12.49
71450038-10,Produto 5558,kg,0,0.7166,FALSE,0,2710.12.49
71450038-301,Produto 5559,kg,0,0.7166,FALSE,0,2710.12.49
71450038-482,Produto 5560,lt,0,0.7166,FALSE,5,2710.12.49
64060155-1,Produto 5561,kg,0,0.921,TRUE,2,2909.49.32
64060155-482,Produto 5562,kg,0,0.921,TRUE,2,2909.49.32
64100040-52,Produto 5563,kg,0,1.100110011,FALSE,0,2904.10.20
64100040-1,Produto 5564,kg,0,1.100110011,FALSE,0,2904.10.20
64100078-52,Produto 5565,kg,0,1.100110011,FALSE,0,2904.10.20
64100078-51,Produto 5566,kg,0,1.100110011,FALSE,0,2904.10.20
74103005-191,Produto 5567,kg,0,1,TRUE,1,1302.39.90
62110227-525,Produto 5568,kg,0,1,TRUE,1,2916.19.11
62110471-385,Produto 5569,kg,0,1,TRUE,2,2905.44.00
62110076-93,Produto 5570,kg,0,1,TRUE,1,1702.11.00
66650002-92,Produto 5571,kg,0,1,FALSE,0,2818.30.00
66650000-92,Produto 5572,kg,0,1,FALSE,0,2818.30.00
77122125-10,Produto 5573,kg,0.05,1,FALSE,6,3301.25.20
74146009-116,Produto 5574,kg,0,1,FALSE,6,2924.19.19
62110042-93,Produto 5575,kg,0,1,TRUE,1,1702.11.00
54040015-1,Produto 5576,lt,0.08,0.782,TRUE,1,2710.12.60
54040015-482,Produto 5577,lt,0.08,0.782,TRUE,1,2710.12.60
54040016-1,Produto 5578,lt,0.08,0.795,TRUE,1,2710.12.60
54040016-201,Produto 5579,lt,0.08,0.795,TRUE,1,2710.12.60
54040016-482,Produto 5580,lt,0.08,0.795,TRUE,1,2710.12.60
35410002-1,Produto 5581,kg,0,0.858148116,TRUE,1,2710.19.31
35410022-1,Produto 5582,lt,0,0.858,TRUE,1,2710.19.31
66125046-141,Produto 5583,kg,0.05,1,FALSE,0,3402.13.00
66125043-141,Produto 5584,kg,0.05,1,TRUE,1,3402.12.90
66125036-141,Produto 5585,kg,0.05,1,TRUE,1,3402.13.00
66125039-141,Produto 5586,kg,0.05,1,TRUE,1,3402.13.00
66125048-141,Produto 5587,kg,0.05,1,TRUE,1,3402.13.00
66125041-141,Produto 5588,kg,0.05,1,TRUE,1,3402.13.00
66125042-141,Produto 5589,kg,0.05,1,TRUE,1,3402.13.00
66125038-141,Produto 5590,kg,0.05,1,TRUE,1,3402.13.00
66125047-141,Produto 5591,kg,0.05,1,TRUE,1,3402.13.00
66125037-141,Produto 5592,kg,0.05,1,TRUE,1,3402.13.00
66125035-93,Produto 5593,kg,0,1,TRUE,1,3204.17.00
66125034-93,Produto 5594,kg,0,1,TRUE,1,3204.17.00
66125033-93,Produto 5595,kg,0,1,TRUE,1,3204.17.00
66125045-93,Produto 5596,kg,0,1,TRUE,1,3204.17.00
66125044-141,Produto 5597,kg,0.05,1,TRUE,1,3402.13.00
66125040-141,Produto 5598,kg,0.05,1,TRUE,1,3402.13.00
62110189-93,Produto 5599,kg,0,1,TRUE,1,1702.19.00
66112091-41,Produto 5600,kg,0,1,TRUE,1,2915.39.99
66112091-616,Produto 5601,kg,0,1,TRUE,1,2915.39.99
66112091-10,Produto 5602,kg,0,1,TRUE,1,2915.39.99
66112091-75,Produto 5603,kg,0,1,TRUE,1,2915.39.99
77112016-1,Produto 5604,kg,0,1,FALSE,6,2906.29.90
